ANNO;AteneoCOD;AteneoNOME;AteneoREGIONE;AteneoAREAGEO;CorsoTIPO;COD_FoET2013;DESC_FoET2013;Genere;ISC
2019/2020;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea Magistrale;09;Health and welfare;F;481
2019/2020;04801;Firenze - Università degli studi;Toscana;CENTRO;Vecchio Ordinamento;05;Natural sciences, mathematics and statistics;F;24
2019/2020;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea Magistrale;04;Business, administration and law;M;262
2019/2020;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea;07;Engineering, manufacturing and construction;F;1236
2019/2020;04801;Firenze - Università degli studi;Toscana;CENTRO;Vecchio Ordinamento;05;Natural sciences, mathematics and statistics;M;26
2019/2020;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea;07;Engineering, manufacturing and construction;M;3267
2019/2020;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea;04;Business, administration and law;F;1885
2019/2020;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea Magistrale;02;Arts and humanities;M;569
2019/2020;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea Magistrale Ciclo Unico;01;Education;M;77
2019/2020;04801;Firenze - Università degli studi;Toscana;CENTRO;Vecchio Ordinamento;04;Business, administration and law;M;102
2019/2020;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea Magistrale;08;Agriculture, forestry, fisheries and veterinary;M;231
2019/2020;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea;03;Social sciences, journalism and information;F;3501
2019/2020;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea;06;Information and Communication Technologies (ICTs);M;481
2019/2020;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea;10;Services;F;158
2019/2020;04801;Firenze - Università degli studi;Toscana;CENTRO;Vecchio Ordinamento;02;Arts and humanities;M;34
2019/2020;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea Magistrale Ciclo Unico;04;Business, administration and law;F;1872
2019/2020;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea;02;Arts and humanities;F;3988
2019/2020;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea Magistrale;07;Engineering, manufacturing and construction;F;584
2019/2020;04801;Firenze - Università degli studi;Toscana;CENTRO;Vecchio Ordinamento;07;Engineering, manufacturing and construction;F;278
2019/2020;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea;08;Agriculture, forestry, fisheries and veterinary;M;1035
2019/2020;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea Magistrale;06;Information and Communication Technologies (ICTs);F;11
2019/2020;04801;Firenze - Università degli studi;Toscana;CENTRO;Vecchio Ordinamento;08;Agriculture, forestry, fisheries and veterinary;M;12
2019/2020;04801;Firenze - Università degli studi;Toscana;CENTRO;Vecchio Ordinamento;09;Health and welfare;M;20
2019/2020;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea Magistrale;01;Education;M;51
2019/2020;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea;05;Natural sciences, mathematics and statistics;M;1539
2019/2020;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea Magistrale;10;Services;F;227
2019/2020;04801;Firenze - Università degli studi;Toscana;CENTRO;Vecchio Ordinamento;04;Business, administration and law;F;138
2019/2020;04801;Firenze - Università degli studi;Toscana;CENTRO;Vecchio Ordinamento;07;Engineering, manufacturing and construction;M;320
2019/2020;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea;01;Education;M;144
2019/2020;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea;04;Business, administration and law;M;3137
2019/2020;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea Magistrale Ciclo Unico;07;Engineering, manufacturing and construction;M;666
2019/2020;04801;Firenze - Università degli studi;Toscana;CENTRO;Vecchio Ordinamento;03;Social sciences, journalism and information;F;34
2019/2020;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea;02;Arts and humanities;M;1820
2019/2020;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea Magistrale;05;Natural sciences, mathematics and statistics;F;1009
2019/2020;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea Magistrale Ciclo Unico;07;Engineering, manufacturing and construction;F;934
2019/2020;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea;05;Natural sciences, mathematics and statistics;F;2089
2019/2020;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea;09;Health and welfare;M;745
2019/2020;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea Magistrale;02;Arts and humanities;F;1173
2019/2020;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea;01;Education;F;1690
2019/2020;04801;Firenze - Università degli studi;Toscana;CENTRO;Vecchio Ordinamento;01;Education;M;19
2019/2020;04801;Firenze - Università degli studi;Toscana;CENTRO;Vecchio Ordinamento;09;Health and welfare;F;36
2019/2020;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea Magistrale;07;Engineering, manufacturing and construction;M;1071
2019/2020;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea;06;Information and Communication Technologies (ICTs);F;85
2019/2020;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea Magistrale;03;Social sciences, journalism and information;F;1267
2019/2020;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea Magistrale;09;Health and welfare;M;323
2019/2020;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea;08;Agriculture, forestry, fisheries and veterinary;F;586
2019/2020;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea Magistrale;04;Business, administration and law;F;267
2019/2020;04804;"Firenze - Università telematica ""Italian University line""";Toscana;CENTRO;Laurea;03;Social sciences, journalism and information;F;37
2019/2020;04804;"Firenze - Università telematica ""Italian University line""";Toscana;CENTRO;Laurea;10;Services;F;12
2019/2020;04804;"Firenze - Università telematica ""Italian University line""";Toscana;CENTRO;Laurea;01;Education;M;44
2019/2020;04804;"Firenze - Università telematica ""Italian University line""";Toscana;CENTRO;Laurea;10;Services;M;35
2019/2020;04804;"Firenze - Università telematica ""Italian University line""";Toscana;CENTRO;Laurea Magistrale;01;Education;F;58
2019/2020;04804;"Firenze - Università telematica ""Italian University line""";Toscana;CENTRO;Laurea;03;Social sciences, journalism and information;M;18
2019/2020;04804;"Firenze - Università telematica ""Italian University line""";Toscana;CENTRO;Laurea;01;Education;F;183
2019/2020;04804;"Firenze - Università telematica ""Italian University line""";Toscana;CENTRO;Laurea Magistrale;01;Education;M;11
2019/2020;05001;Pisa - Università;Toscana;CENTRO;Vecchio Ordinamento;02;Arts and humanities;F;220
2019/2020;05001;Pisa - Università;Toscana;CENTRO;Laurea;04;Business, administration and law;F;1832
2019/2020;05001;Pisa - Università;Toscana;CENTRO;Vecchio Ordinamento;06;Information and Communication Technologies (ICTs);F;8
2019/2020;05001;Pisa - Università;Toscana;CENTRO;Laurea;05;Natural sciences, mathematics and statistics;M;1808
2019/2020;05001;Pisa - Università;Toscana;CENTRO;Laurea;07;Engineering, manufacturing and construction;F;1562
2019/2020;05001;Pisa - Università;Toscana;CENTRO;Laurea Magistrale;05;Natural sciences, mathematics and statistics;M;904
2019/2020;05001;Pisa - Università;Toscana;CENTRO;Laurea Magistrale;06;Information and Communication Technologies (ICTs);M;304
2019/2020;05001;Pisa - Università;Toscana;CENTRO;Laurea;03;Social sciences, journalism and information;F;1829
2019/2020;05001;Pisa - Università;Toscana;CENTRO;Laurea Magistrale Ciclo Unico;09;Health and welfare;F;2076
2019/2020;05001;Pisa - Università;Toscana;CENTRO;Laurea Magistrale;07;Engineering, manufacturing and construction;M;1649
2019/2020;05001;Pisa - Università;Toscana;CENTRO;Laurea Magistrale;02;Arts and humanities;F;1218
2019/2020;05001;Pisa - Università;Toscana;CENTRO;Laurea Magistrale Ciclo Unico;08;Agriculture, forestry, fisheries and veterinary;M;102
2019/2020;05001;Pisa - Università;Toscana;CENTRO;Laurea Magistrale;10;Services;M;15
2019/2020;05001;Pisa - Università;Toscana;CENTRO;Laurea Magistrale;05;Natural sciences, mathematics and statistics;F;902
2019/2020;05001;Pisa - Università;Toscana;CENTRO;Laurea;08;Agriculture, forestry, fisheries and veterinary;F;664
2019/2020;05001;Pisa - Università;Toscana;CENTRO;Laurea Magistrale;09;Health and welfare;M;138
2019/2020;05001;Pisa - Università;Toscana;CENTRO;Laurea Magistrale Ciclo Unico;08;Agriculture, forestry, fisheries and veterinary;F;274
2019/2020;05001;Pisa - Università;Toscana;CENTRO;Laurea Magistrale;04;Business, administration and law;F;493
2019/2020;05001;Pisa - Università;Toscana;CENTRO;Laurea Magistrale;08;Agriculture, forestry, fisheries and veterinary;F;144
2019/2020;05001;Pisa - Università;Toscana;CENTRO;Laurea Magistrale;07;Engineering, manufacturing and construction;F;711
2019/2020;05001;Pisa - Università;Toscana;CENTRO;Laurea Magistrale;02;Arts and humanities;M;627
2019/2020;05001;Pisa - Università;Toscana;CENTRO;Laurea;07;Engineering, manufacturing and construction;M;3953
2019/2020;05001;Pisa - Università;Toscana;CENTRO;Vecchio Ordinamento;08;Agriculture, forestry, fisheries and veterinary;F;22
2019/2020;05001;Pisa - Università;Toscana;CENTRO;Laurea Magistrale Ciclo Unico;04;Business, administration and law;M;890
2019/2020;05001;Pisa - Università;Toscana;CENTRO;Vecchio Ordinamento;02;Arts and humanities;M;118
2019/2020;05001;Pisa - Università;Toscana;CENTRO;Laurea;09;Health and welfare;M;578
2019/2020;05001;Pisa - Università;Toscana;CENTRO;Laurea;05;Natural sciences, mathematics and statistics;F;2048
2019/2020;05001;Pisa - Università;Toscana;CENTRO;Laurea;04;Business, administration and law;M;1960
2019/2020;05001;Pisa - Università;Toscana;CENTRO;Laurea Magistrale Ciclo Unico;09;Health and welfare;M;1158
2019/2020;05001;Pisa - Università;Toscana;CENTRO;Vecchio Ordinamento;04;Business, administration and law;F;228
2019/2020;05001;Pisa - Università;Toscana;CENTRO;Vecchio Ordinamento;08;Agriculture, forestry, fisheries and veterinary;M;26
2019/2020;05001;Pisa - Università;Toscana;CENTRO;Laurea Magistrale;03;Social sciences, journalism and information;M;477
2019/2020;05001;Pisa - Università;Toscana;CENTRO;Laurea;06;Information and Communication Technologies (ICTs);M;1049
2019/2020;05001;Pisa - Università;Toscana;CENTRO;Laurea;02;Arts and humanities;F;3374
2019/2020;05001;Pisa - Università;Toscana;CENTRO;Vecchio Ordinamento;03;Social sciences, journalism and information;M;28
2019/2020;05001;Pisa - Università;Toscana;CENTRO;Laurea Magistrale Ciclo Unico;01;Education;M;11
2019/2020;05001;Pisa - Università;Toscana;CENTRO;Vecchio Ordinamento;03;Social sciences, journalism and information;F;66
2019/2020;05001;Pisa - Università;Toscana;CENTRO;Laurea Magistrale;10;Services;F;50
2019/2020;05001;Pisa - Università;Toscana;CENTRO;Vecchio Ordinamento;09;Health and welfare;M;46
2019/2020;05001;Pisa - Università;Toscana;CENTRO;Vecchio Ordinamento;09;Health and welfare;F;44
2019/2020;05001;Pisa - Università;Toscana;CENTRO;Laurea;03;Social sciences, journalism and information;M;1667
2019/2020;05001;Pisa - Università;Toscana;CENTRO;Vecchio Ordinamento;04;Business, administration and law;M;112
2019/2020;05001;Pisa - Università;Toscana;CENTRO;Vecchio Ordinamento;07;Engineering, manufacturing and construction;M;208
2019/2020;05001;Pisa - Università;Toscana;CENTRO;Laurea Magistrale;04;Business, administration and law;M;548
2019/2020;05001;Pisa - Università;Toscana;CENTRO;Vecchio Ordinamento;05;Natural sciences, mathematics and statistics;F;38
2019/2020;05001;Pisa - Università;Toscana;CENTRO;Laurea;02;Arts and humanities;M;1903
2019/2020;05001;Pisa - Università;Toscana;CENTRO;Laurea Magistrale Ciclo Unico;01;Education;F;102
2019/2020;05001;Pisa - Università;Toscana;CENTRO;Laurea Magistrale;09;Health and welfare;F;244
2019/2020;05001;Pisa - Università;Toscana;CENTRO;Laurea Magistrale;03;Social sciences, journalism and information;F;602
2019/2020;05001;Pisa - Università;Toscana;CENTRO;Laurea;08;Agriculture, forestry, fisheries and veterinary;M;704
2019/2020;05001;Pisa - Università;Toscana;CENTRO;Laurea Magistrale;08;Agriculture, forestry, fisheries and veterinary;M;148
2019/2020;05001;Pisa - Università;Toscana;CENTRO;Laurea;06;Information and Communication Technologies (ICTs);F;152
2019/2020;05001;Pisa - Università;Toscana;CENTRO;Laurea Magistrale Ciclo Unico;04;Business, administration and law;F;1555
2019/2020;05001;Pisa - Università;Toscana;CENTRO;Laurea Magistrale;06;Information and Communication Technologies (ICTs);F;90
2019/2020;05001;Pisa - Università;Toscana;CENTRO;Laurea;09;Health and welfare;F;1945
2019/2020;05001;Pisa - Università;Toscana;CENTRO;Vecchio Ordinamento;07;Engineering, manufacturing and construction;F;46
2019/2020;05001;Pisa - Università;Toscana;CENTRO;Laurea Magistrale Ciclo Unico;07;Engineering, manufacturing and construction;F;242
2019/2020;05001;Pisa - Università;Toscana;CENTRO;Laurea;10;Services;M;479
2019/2020;05001;Pisa - Università;Toscana;CENTRO;Laurea;10;Services;F;299
2019/2020;05001;Pisa - Università;Toscana;CENTRO;Vecchio Ordinamento;05;Natural sciences, mathematics and statistics;M;38
2019/2020;05001;Pisa - Università;Toscana;CENTRO;Vecchio Ordinamento;06;Information and Communication Technologies (ICTs);M;12
2019/2020;05001;Pisa - Università;Toscana;CENTRO;Laurea Magistrale Ciclo Unico;07;Engineering, manufacturing and construction;M;194
2019/2020;05201;Siena - Università degli studi;Toscana;CENTRO;Vecchio Ordinamento;07;Engineering, manufacturing and construction;F;2
2019/2020;05201;Siena - Università degli studi;Toscana;CENTRO;Laurea Magistrale;02;Arts and humanities;F;407
2019/2020;05201;Siena - Università degli studi;Toscana;CENTRO;Vecchio Ordinamento;03;Social sciences, journalism and information;M;12
2019/2020;05201;Siena - Università degli studi;Toscana;CENTRO;Laurea;04;Business, administration and law;M;806
2019/2020;05201;Siena - Università degli studi;Toscana;CENTRO;Laurea;09;Health and welfare;F;1025
2019/2020;05201;Siena - Università degli studi;Toscana;CENTRO;Laurea;08;Agriculture, forestry, fisheries and veterinary;M;21
2019/2020;05201;Siena - Università degli studi;Toscana;CENTRO;Laurea Magistrale;03;Social sciences, journalism and information;F;410
2019/2020;05201;Siena - Università degli studi;Toscana;CENTRO;Laurea Magistrale;07;Engineering, manufacturing and construction;M;155
2019/2020;05201;Siena - Università degli studi;Toscana;CENTRO;Vecchio Ordinamento;04;Business, administration and law;M;32
2019/2020;05201;Siena - Università degli studi;Toscana;CENTRO;Laurea;07;Engineering, manufacturing and construction;M;432
2019/2020;05201;Siena - Università degli studi;Toscana;CENTRO;Laurea;02;Arts and humanities;F;1165
2019/2020;05201;Siena - Università degli studi;Toscana;CENTRO;Laurea;09;Health and welfare;M;362
2019/2020;05201;Siena - Università degli studi;Toscana;CENTRO;Laurea;03;Social sciences, journalism and information;M;704
2019/2020;05201;Siena - Università degli studi;Toscana;CENTRO;Laurea;06;Information and Communication Technologies (ICTs);M;5
2019/2020;05201;Siena - Università degli studi;Toscana;CENTRO;Laurea Magistrale;09;Health and welfare;F;60
2019/2020;05201;Siena - Università degli studi;Toscana;CENTRO;Laurea Magistrale;02;Arts and humanities;M;209
2019/2020;05201;Siena - Università degli studi;Toscana;CENTRO;Laurea;07;Engineering, manufacturing and construction;F;131
2019/2020;05201;Siena - Università degli studi;Toscana;CENTRO;Laurea Magistrale;01;Education;F;119
2019/2020;05201;Siena - Università degli studi;Toscana;CENTRO;Laurea;03;Social sciences, journalism and information;F;696
2019/2020;05201;Siena - Università degli studi;Toscana;CENTRO;Laurea Magistrale Ciclo Unico;09;Health and welfare;F;1879
2019/2020;05201;Siena - Università degli studi;Toscana;CENTRO;Vecchio Ordinamento;04;Business, administration and law;F;36
2019/2020;05201;Siena - Università degli studi;Toscana;CENTRO;Vecchio Ordinamento;03;Social sciences, journalism and information;F;14
2019/2020;05201;Siena - Università degli studi;Toscana;CENTRO;Vecchio Ordinamento;09;Health and welfare;F;20
2019/2020;05201;Siena - Università degli studi;Toscana;CENTRO;Vecchio Ordinamento;07;Engineering, manufacturing and construction;M;2
2019/2020;05201;Siena - Università degli studi;Toscana;CENTRO;Laurea Magistrale;01;Education;M;16
2019/2020;05201;Siena - Università degli studi;Toscana;CENTRO;Laurea Magistrale;03;Social sciences, journalism and information;M;264
2019/2020;05201;Siena - Università degli studi;Toscana;CENTRO;Laurea Magistrale;05;Natural sciences, mathematics and statistics;M;204
2019/2020;05201;Siena - Università degli studi;Toscana;CENTRO;Laurea;05;Natural sciences, mathematics and statistics;M;470
2019/2020;05201;Siena - Università degli studi;Toscana;CENTRO;Laurea;01;Education;F;513
2019/2020;05201;Siena - Università degli studi;Toscana;CENTRO;Laurea Magistrale Ciclo Unico;04;Business, administration and law;M;319
2019/2020;05201;Siena - Università degli studi;Toscana;CENTRO;Laurea;08;Agriculture, forestry, fisheries and veterinary;F;10
2019/2020;05201;Siena - Università degli studi;Toscana;CENTRO;Laurea;01;Education;M;55
2019/2020;05201;Siena - Università degli studi;Toscana;CENTRO;Laurea Magistrale Ciclo Unico;09;Health and welfare;M;1058
2019/2020;05201;Siena - Università degli studi;Toscana;CENTRO;Laurea Magistrale Ciclo Unico;04;Business, administration and law;F;610
2019/2020;05201;Siena - Università degli studi;Toscana;CENTRO;Vecchio Ordinamento;02;Arts and humanities;F;38
2019/2020;05201;Siena - Università degli studi;Toscana;CENTRO;Laurea Magistrale;05;Natural sciences, mathematics and statistics;F;380
2019/2020;05201;Siena - Università degli studi;Toscana;CENTRO;Laurea Magistrale;09;Health and welfare;M;15
2019/2020;05201;Siena - Università degli studi;Toscana;CENTRO;Laurea;06;Information and Communication Technologies (ICTs);F;1
2019/2020;05201;Siena - Università degli studi;Toscana;CENTRO;Laurea Magistrale;07;Engineering, manufacturing and construction;F;57
2019/2020;05201;Siena - Università degli studi;Toscana;CENTRO;Vecchio Ordinamento;09;Health and welfare;M;18
2019/2020;05201;Siena - Università degli studi;Toscana;CENTRO;Laurea;05;Natural sciences, mathematics and statistics;F;691
2019/2020;05201;Siena - Università degli studi;Toscana;CENTRO;Laurea Magistrale;04;Business, administration and law;M;540
2019/2020;05201;Siena - Università degli studi;Toscana;CENTRO;Vecchio Ordinamento;02;Arts and humanities;M;12
2019/2020;05201;Siena - Università degli studi;Toscana;CENTRO;Laurea Magistrale;04;Business, administration and law;F;418
2019/2020;05201;Siena - Università degli studi;Toscana;CENTRO;Laurea;04;Business, administration and law;F;729
2019/2020;05201;Siena - Università degli studi;Toscana;CENTRO;Laurea;02;Arts and humanities;M;434
2019/2020;05202;Siena - Università per stranieri;Toscana;CENTRO;Laurea Magistrale;02;Arts and humanities;M;52
2019/2020;05202;Siena - Università per stranieri;Toscana;CENTRO;Laurea;02;Arts and humanities;M;317
2019/2020;05202;Siena - Università per stranieri;Toscana;CENTRO;Laurea Magistrale;02;Arts and humanities;F;235
2019/2020;05202;Siena - Università per stranieri;Toscana;CENTRO;Laurea;02;Arts and humanities;F;1573
2019/2020;05401;Perugia - Università degli studi;Umbria;CENTRO;Laurea;04;Business, administration and law;M;1190
2019/2020;05401;Perugia - Università degli studi;Umbria;CENTRO;Laurea;07;Engineering, manufacturing and construction;M;1230
2019/2020;05401;Perugia - Università degli studi;Umbria;CENTRO;Laurea;09;Health and welfare;F;1179
2019/2020;05401;Perugia - Università degli studi;Umbria;CENTRO;Laurea;01;Education;F;761
2019/2020;05401;Perugia - Università degli studi;Umbria;CENTRO;Laurea;06;Information and Communication Technologies (ICTs);F;41
2019/2020;05401;Perugia - Università degli studi;Umbria;CENTRO;Laurea;02;Arts and humanities;M;611
2019/2020;05401;Perugia - Università degli studi;Umbria;CENTRO;Laurea Magistrale;04;Business, administration and law;F;240
2019/2020;05401;Perugia - Università degli studi;Umbria;CENTRO;Laurea Magistrale;10;Services;F;8
2019/2020;05401;Perugia - Università degli studi;Umbria;CENTRO;Laurea Magistrale;04;Business, administration and law;M;262
2019/2020;05401;Perugia - Università degli studi;Umbria;CENTRO;Laurea Magistrale;09;Health and welfare;F;225
2019/2020;05401;Perugia - Università degli studi;Umbria;CENTRO;Laurea;03;Social sciences, journalism and information;F;1748
2019/2020;05401;Perugia - Università degli studi;Umbria;CENTRO;Laurea Magistrale Ciclo Unico;09;Health and welfare;F;1842
2019/2020;05401;Perugia - Università degli studi;Umbria;CENTRO;Laurea Magistrale Ciclo Unico;01;Education;F;664
2019/2020;05401;Perugia - Università degli studi;Umbria;CENTRO;Laurea;09;Health and welfare;M;405
2019/2020;05401;Perugia - Università degli studi;Umbria;CENTRO;Laurea Magistrale;03;Social sciences, journalism and information;F;428
2019/2020;05401;Perugia - Università degli studi;Umbria;CENTRO;Laurea;10;Services;M;541
2019/2020;05401;Perugia - Università degli studi;Umbria;CENTRO;Laurea Magistrale Ciclo Unico;01;Education;M;38
2019/2020;05401;Perugia - Università degli studi;Umbria;CENTRO;Laurea;03;Social sciences, journalism and information;M;889
2019/2020;05401;Perugia - Università degli studi;Umbria;CENTRO;Laurea Magistrale;01;Education;F;155
2019/2020;05401;Perugia - Università degli studi;Umbria;CENTRO;Laurea Magistrale Ciclo Unico;04;Business, administration and law;F;596
2019/2020;05401;Perugia - Università degli studi;Umbria;CENTRO;Laurea Magistrale Ciclo Unico;07;Engineering, manufacturing and construction;M;127
2019/2020;05401;Perugia - Università degli studi;Umbria;CENTRO;Vecchio Ordinamento;01;Education;F;1
2019/2020;05401;Perugia - Università degli studi;Umbria;CENTRO;Laurea Magistrale;06;Information and Communication Technologies (ICTs);F;8
2019/2020;05401;Perugia - Università degli studi;Umbria;CENTRO;Laurea;10;Services;F;184
2019/2020;05401;Perugia - Università degli studi;Umbria;CENTRO;Laurea;05;Natural sciences, mathematics and statistics;M;698
2019/2020;05401;Perugia - Università degli studi;Umbria;CENTRO;Laurea Magistrale;05;Natural sciences, mathematics and statistics;M;350
2019/2020;05401;Perugia - Università degli studi;Umbria;CENTRO;Laurea Magistrale;01;Education;M;12
2019/2020;05401;Perugia - Università degli studi;Umbria;CENTRO;Laurea;04;Business, administration and law;F;940
2019/2020;05401;Perugia - Università degli studi;Umbria;CENTRO;Laurea Magistrale;08;Agriculture, forestry, fisheries and veterinary;M;114
2019/2020;05401;Perugia - Università degli studi;Umbria;CENTRO;Laurea;05;Natural sciences, mathematics and statistics;F;951
2019/2020;05401;Perugia - Università degli studi;Umbria;CENTRO;Laurea;08;Agriculture, forestry, fisheries and veterinary;M;571
2019/2020;05401;Perugia - Università degli studi;Umbria;CENTRO;Laurea Magistrale;07;Engineering, manufacturing and construction;F;98
2019/2020;05401;Perugia - Università degli studi;Umbria;CENTRO;Laurea;07;Engineering, manufacturing and construction;F;304
2019/2020;05401;Perugia - Università degli studi;Umbria;CENTRO;Laurea Magistrale;10;Services;M;33
2019/2020;05401;Perugia - Università degli studi;Umbria;CENTRO;Laurea;06;Information and Communication Technologies (ICTs);M;405
2019/2020;05401;Perugia - Università degli studi;Umbria;CENTRO;Laurea Magistrale;02;Arts and humanities;M;137
2019/2020;05401;Perugia - Università degli studi;Umbria;CENTRO;Laurea Magistrale;09;Health and welfare;M;152
2019/2020;05401;Perugia - Università degli studi;Umbria;CENTRO;Laurea Magistrale Ciclo Unico;09;Health and welfare;M;1062
2019/2020;05401;Perugia - Università degli studi;Umbria;CENTRO;Laurea Magistrale Ciclo Unico;04;Business, administration and law;M;302
2019/2020;05401;Perugia - Università degli studi;Umbria;CENTRO;Laurea Magistrale Ciclo Unico;08;Agriculture, forestry, fisheries and veterinary;F;272
2019/2020;05401;Perugia - Università degli studi;Umbria;CENTRO;Laurea Magistrale;07;Engineering, manufacturing and construction;M;324
2019/2020;05401;Perugia - Università degli studi;Umbria;CENTRO;Laurea Magistrale Ciclo Unico;07;Engineering, manufacturing and construction;F;136
2019/2020;05401;Perugia - Università degli studi;Umbria;CENTRO;Laurea;01;Education;M;99
2019/2020;05401;Perugia - Università degli studi;Umbria;CENTRO;Laurea;08;Agriculture, forestry, fisheries and veterinary;F;457
2019/2020;05401;Perugia - Università degli studi;Umbria;CENTRO;Laurea Magistrale;05;Natural sciences, mathematics and statistics;F;526
2019/2020;05401;Perugia - Università degli studi;Umbria;CENTRO;Laurea Magistrale;08;Agriculture, forestry, fisheries and veterinary;F;92
2019/2020;05401;Perugia - Università degli studi;Umbria;CENTRO;Laurea Magistrale;06;Information and Communication Technologies (ICTs);M;56
2019/2020;05401;Perugia - Università degli studi;Umbria;CENTRO;Laurea Magistrale;02;Arts and humanities;F;348
2019/2020;05401;Perugia - Università degli studi;Umbria;CENTRO;Laurea Magistrale Ciclo Unico;08;Agriculture, forestry, fisheries and veterinary;M;104
2019/2020;05401;Perugia - Università degli studi;Umbria;CENTRO;Laurea;02;Arts and humanities;F;1380
2019/2020;05401;Perugia - Università degli studi;Umbria;CENTRO;Laurea Magistrale;03;Social sciences, journalism and information;M;200
2019/2020;05403;Perugia - Università per stranieri;Umbria;CENTRO;Laurea;03;Social sciences, journalism and information;F;199
2019/2020;05403;Perugia - Università per stranieri;Umbria;CENTRO;Laurea;10;Services;M;15
2019/2020;05403;Perugia - Università per stranieri;Umbria;CENTRO;Laurea;02;Arts and humanities;M;62
2019/2020;05403;Perugia - Università per stranieri;Umbria;CENTRO;Laurea;10;Services;F;28
2019/2020;05403;Perugia - Università per stranieri;Umbria;CENTRO;Laurea;04;Business, administration and law;M;24
2019/2020;05403;Perugia - Università per stranieri;Umbria;CENTRO;Laurea Magistrale;03;Social sciences, journalism and information;F;134
2019/2020;05403;Perugia - Università per stranieri;Umbria;CENTRO;Laurea;02;Arts and humanities;F;71
2019/2020;05403;Perugia - Università per stranieri;Umbria;CENTRO;Laurea Magistrale;02;Arts and humanities;M;70
2019/2020;05403;Perugia - Università per stranieri;Umbria;CENTRO;Laurea;03;Social sciences, journalism and information;M;127
2019/2020;05403;Perugia - Università per stranieri;Umbria;CENTRO;Laurea Magistrale;03;Social sciences, journalism and information;M;81
2019/2020;05403;Perugia - Università per stranieri;Umbria;CENTRO;Laurea Magistrale;02;Arts and humanities;F;248
2019/2020;05403;Perugia - Università per stranieri;Umbria;CENTRO;Laurea Magistrale;04;Business, administration and law;F;1
2019/2020;05403;Perugia - Università per stranieri;Umbria;CENTRO;Laurea;04;Business, administration and law;F;34
2019/2020;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;Vecchio Ordinamento;08;Agriculture, forestry, fisheries and veterinary;F;2
2019/2020;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;Laurea;07;Engineering, manufacturing and construction;F;89
2019/2020;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;Vecchio Ordinamento;04;Business, administration and law;M;4
2019/2020;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;Laurea;02;Arts and humanities;M;213
2019/2020;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;Laurea Magistrale;08;Agriculture, forestry, fisheries and veterinary;F;149
2019/2020;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;Laurea;04;Business, administration and law;F;356
2019/2020;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;Laurea Magistrale;07;Engineering, manufacturing and construction;F;9
2019/2020;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;Laurea Magistrale;02;Arts and humanities;F;260
2019/2020;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;Laurea Magistrale;03;Social sciences, journalism and information;M;88
2019/2020;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;Laurea;05;Natural sciences, mathematics and statistics;F;850
2019/2020;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;Laurea Magistrale;06;Information and Communication Technologies (ICTs);F;14
